"SETTLEMENT.DATE","CUSIP","SYMBOL","QUANTITY..FAILS.","DESCRIPTION","PRICE","GME Allocation"
20210122,"35473P876","FLQS",366,"FRANKLIN TEMPLETON ETF TR LIBE","34.03","0.28%"
20210122,"36467W109","GME",273600,"GAMESTOP CORP (HLDG CO) CL A","43.03",NA
20210122,"381430602","GSSC",9194,"GOLDMAN SACHS ETF TR ACTIVEBET","59.11","0.27%"
20210122,"46137V183","EWSC",6887,"INVESCO","71.06","0.54%"
20210122,"46137V480","XSVM",12988,"INVESCO S&P SMALLCAP VALUE WIT","39.34","2.45%"
20210122,"46137V613","PRF",2068,"INVESCO EXCHANGE-TRADED FD TR ","139.28","0.44%"
20210122,"46138E180","PSCD",359,"INVESCO S&P SMALLCAP CONSUMER ","93.20","1.92%"
20210122,"46138E453","PBSM",2793,"INVESCO ETF TR II PUREBETA MSC","36.23","0.07%"
20210122,"46138G664","RWJ",12706,"INVESCO EXCHANGE-TRADED FD TR ","92.19","2.11%"
20210122,"46138J593","OMFS",1336,"INVESCO EXCHANGE-TRADED SELF-I","36.63","0.15%"
20210122,"464287150","ITOT",1337,"ISHARES CORE S&P TOTAL U.S. ST","89.15","0.01%"
20210122,"464287804","IJR",476,"ISHARES CORE S&P SM CAP ETF","99.90","0.28%"
20210122,"464287879","IJS",14400,"ISHARES S&P SMALLCAP 600 VALUE","88.25","0.30%"
20210122,"464287887","IJT",442,"ISHARES S&P SMALL CAP 600 GROW","124.38","0.26%"
20210122,"464288570","DSI",24,"ISHARES MSCI KLD 400 SOCIAL ET","73.40","0.02%"
20210122,"464288869","IWC",4332,"RUSSELL MICRO CAP ETF","133.00","0.59%"
20210122,"46435U663","ESML",59467,"ISHARES ESG AWARE MSCI USA SMA","36.77","0.18%"
20210122,"46436E544","XJR",3447,"ISHARES TRESG SCREENED S&P SMA","36.05","0.30%"
20210122,"46436E775","STSB",4,"ISHARES TR FACTORS US SMALL BL","43.90","0.11%"
20210122,"46641Q290","BBSC",35,"JP MORGAN EXC-TRD TR BETABUILD","62.35","0.15%"
20210122,"67092P607","NUSC",4337,"NUVEEN ESG SMALL-CAP ETF","41.19","0.30%"
20210122,"74347R818","SAA",256,"PROSHARES ULTRA SMALLCAP600","127.43","0.18%"
20210122,"74347R842","UWM",18324,"PROSHARES ULTRA RUSSELL 2000","104.93","0.07%"
20210122,"74347X799","URTY",84,"PROSHARES TRUST PROSHRS ULTRAP","99.06","0.05%"
20210122,"78464A300","SLYV",217,"SPDR S&P 600 SMALL CAP VALUE E","71.85","0.30%"
20210122,"78464A714","XRT",23125,"SPDR SERIES TR SPDR S&P RETAIL","73.17","3.44%"
20210122,"78464A813","SLY",8972,"SPDR S&P 600 SMALL CAP ETF","86.53","0.29%"
20210122,"808524607","SCHA",8431,"SCHWAB STRATEGIC TR US SMALL-C","96.26","0.07%"
20210122,"808524771","FNDX",30,"SCHWAB FUNDAMENTAL U S LARGE C","47.38","0.39%"
20210122,"886364405","SFYF",614,"TIDAL ETF TR SOFI 50 ETF","29.45","0.69%"
20210122,"89349P305","DMRS",42,"TRANSAMERICA ETF TR DELTASHARE","54.12","0.17%"
20210122,"921932828","VIOO",11662,"VANGUARD S&P SMALL CAP 600 ETF","182.53","0.12%"
20210122,"92204A108","VCR",1,"VANGUARD CONSUMER DISCRETIONAR","294.10","1.16%"
20210122,"92206C599","VTHR",186,"VANGUARD RUSSELL 3000 ETF","179.91","0.00%"
20210122,"92206C649","VTWV",15889,"VANGUARD RUSSELL 2000 VALUE ET","124.52","0.09%"
20210122,"92206C664","VTWO",415,"VANGUARD RUSSELL 2000 ETF","171.63","0.04%"
20210122,"922908611","VBR",712,"VANGUARD SMALL-CAP VALUE ETF","150.91","0.31%"
20210122,"922908652","VXF",55835,"VANGUARD EXTENDED MARKET ETF","175.35","0.02%"
20210122,"922908751","VB",1249,"VANGUARD SMALL-CAP ETF","207.43","0.17%"
20210122,"922908769","VTI",9488,"VANGUARD TOTAL STOCK MARKET ET","201.22","0.00%"
20210125,"025072885","AVUS",1013,"AMERICAN CENTY ETF TR AVANTIS ","65.90","0.02%"
20210125,"25460G815","RETL",3756,"DIREXION DAILY RETAIL BULL 3X ","140.64","2.87%"
20210125,"30151E673","NVQ",218,"EXCHANGE LISTED FDS TR QRAFT A","29.05","0.25%"
20210125,"316092204","FDIS",29548,"FIDELITY COVINGTON TR MSCI CON","76.21","0.13%"
20210125,"33939L100","TILT",114441,"FLEXSHARES TR","151.36","0.04%"
20210125,"35473P876","FLQS",366,"FRANKLIN TEMPLETON ETF TR LIBE","34.39","0.28%"
20210125,"36467W109","GME",275113,"GAMESTOP CORP (HLDG CO) CL A","65.01",NA
20210125,"381430602","GSSC",11819,"GOLDMAN SACHS ETF TR ACTIVEBET","59.61","0.27%"
20210125,"46137V183","EWSC",7607,"INVESCO","72.02","0.54%"
20210125,"46137V613","PRF",4,"INVESCO EXCHANGE-TRADED FD TR ","139.07","0.44%"
20210125,"46138E180","PSCD",247,"INVESCO S&P SMALLCAP CONSUMER ","94.75","1.92%"
20210125,"46138E453","PBSM",3334,"INVESCO ETF TR II PUREBETA MSC","36.45","0.07%"
20210125,"46138G664","RWJ",1713,"INVESCO EXCHANGE-TRADED FD TR ","94.22","2.11%"
20210125,"46138J593","OMFS",2090,"INVESCO EXCHANGE-TRADED SELF-I","37.01","0.15%"
20210125,"464287630","IWN",2957,"ISHARES RUSSELL2000 VAL ETF","143.79","0.21%"
20210125,"464287689","IWV",3716,"ISHARES RUSSELL 3000 ETF","230.66","0.01%"
20210125,"464287804","IJR",250000,"ISHARES CORE S&P SM CAP ETF","101.16","0.28%"
20210125,"464287879","IJS",421,"ISHARES S&P SMALLCAP 600 VALUE","89.39","0.30%"
20210125,"464287887","IJT",1046,"ISHARES S&P SMALL CAP 600 GROW","125.75","0.26%"
20210125,"464288869","IWC",1904,"RUSSELL MICRO CAP ETF","135.45","0.59%"
20210125,"46436E544","XJR",4637,"ISHARES TRESG SCREENED S&P SMA","36.42","0.30%"
20210125,"46436E775","STSB",10,"ISHARES TR FACTORS US SMALL BL","44.33","0.11%"
20210125,"46641Q290","BBSC",55751,"JP MORGAN EXC-TRD TR BETABUILD","62.97","0.15%"
20210125,"67092P607","NUSC",1130,"NUVEEN ESG SMALL-CAP ETF","41.57","0.30%"
20210125,"74347R818","SAA",361,"PROSHARES ULTRA SMALLCAP600","129.98","0.18%"
20210125,"74347R842","UWM",42188,"PROSHARES ULTRA RUSSELL 2000","107.43","0.07%"
20210125,"74347X294","HDG",1,"PROSHARES TRUST - PROSHARES HE","51.65","0.03%"
20210125,"74347X799","URTY",688,"PROSHARES TRUST PROSHRS ULTRAP","102.53","0.05%"
20210125,"78464A128","VLU",64,"SPDR S&P 1500 VALUE TILT ETF","127.26","0.04%"
20210125,"78464A201","SLYG",147,"SPDR S&P 600 SMALL CAP GROWTH ","84.13","0.26%"
20210125,"78464A300","SLYV",1135,"SPDR S&P 600 SMALL CAP VALUE E","72.78","0.30%"
20210125,"78464A714","XRT",112536,"SPDR SERIES TR SPDR S&P RETAIL","74.87","3.44%"
20210125,"78464A805","SPTM",303,"SPDR PORTFOLIO S&P 1500 COMPOS","47.42","0.01%"
20210125,"78464A813","SLY",14757,"SPDR S&P 600 SMALL CAP ETF","87.63","0.29%"
20210125,"808524102","SCHB",68,"SCHWAB STRATEGIC TR US BROAD M","93.94","0.01%"
20210125,"808524607","SCHA",698,"SCHWAB STRATEGIC TR US SMALL-C","97.00","0.07%"
20210125,"808524771","FNDX",4469,"SCHWAB FUNDAMENTAL U S LARGE C","47.26","0.39%"
20210125,"886364405","SFYF",6534,"TIDAL ETF TR SOFI 50 ETF","29.44","0.69%"
20210125,"921932794","VIOG",99,"VANGUARD S&P SMALL CAP 600 GRO","216.70","1.78%"
20210125,"92204A108","VCR",5,"VANGUARD CONSUMER DISCRETIONAR","293.83","1.16%"
20210125,"92206C599","VTHR",602,"VANGUARD RUSSELL 3000 ETF","179.57","0.00%"
20210125,"92206C649","VTWV",17013,"VANGUARD RUSSELL 2000 VALUE ET","125.91","0.09%"
20210125,"92206C664","VTWO",61882,"VANGUARD RUSSELL 2000 ETF","173.61","0.04%"
20210125,"922908652","VXF",47659,"VANGUARD EXTENDED MARKET ETF","176.38","0.02%"
20210125,"922908751","VB",607,"VANGUARD SMALL-CAP ETF","208.35","0.17%"
20210125,"922908769","VTI",9415,"VANGUARD TOTAL STOCK MARKET ET","200.89","0.00%"
20210126,"132061201","SYLD",925,"CAMBRIA SHAREHOLDER YLD ETF","50.21","0.48%"
20210126,"25460G815","RETL",5482,"DIREXION DAILY RETAIL BULL 3X ","147.66","2.87%"
20210126,"26924G706","GAMR",115,"ETF MANAGERS TR WEDBUSH ETFMG ","89.20","4.87%"
20210126,"30151E673","NVQ",37,"EXCHANGE LISTED FDS TR QRAFT A","28.93","0.25%"
20210126,"316092204","FDIS",55167,"FIDELITY COVINGTON TR MSCI CON","76.31","0.13%"
20210126,"33939L100","TILT",121518,"FLEXSHARES TR","151.34","0.04%"
20210126,"35473P876","FLQS",308,"FRANKLIN TEMPLETON ETF TR LIBE","34.43","0.28%"
20210126,"36467W109","GME",2099572,"GAMESTOP CORP (HLDG CO) CL A","76.79",NA
20210126,"381430602","GSSC",17495,"GOLDMAN SACHS ETF TR ACTIVEBET","59.40","0.27%"
20210126,"46137V183","EWSC",1208,"INVESCO","72.29","0.54%"
20210126,"46138E180","PSCD",1942,"INVESCO S&P SMALLCAP CONSUMER ","96.18","1.92%"
20210126,"46138E453","PBSM",3378,"INVESCO ETF TR II PUREBETA MSC","36.23","0.07%"
20210126,"46138G664","RWJ",1180,"INVESCO EXCHANGE-TRADED FD TR ","95.52","2.11%"
20210126,"46138J593","OMFS",1867,"INVESCO EXCHANGE-TRADED SELF-I","37.05","0.15%"
20210126,"46138J734","IUSS",461,"INVESCO EXCH-TRADED SELF INDX ","32.15","1.25%"
20210126,"464287150","ITOT",1622,"ISHARES CORE S&P TOTAL U.S. ST","89.34","0.01%"
20210126,"464287655","IWM",27147,"ISHARES RUSSELL 2000 ETF","214.79","0.10%"
20210126,"464287804","IJR",399,"ISHARES CORE S&P SM CAP ETF","101.31","0.28%"
20210126,"464287879","IJS",16383,"ISHARES S&P SMALLCAP 600 VALUE","89.40","0.30%"
20210126,"464287887","IJT",302,"ISHARES S&P SMALL CAP 600 GROW","126.34","0.26%"
20210126,"46435U663","ESML",28824,"ISHARES ESG AWARE MSCI USA SMA","36.97","0.18%"
20210126,"46436E544","XJR",6539,"ISHARES TRESG SCREENED S&P SMA","36.44","0.30%"
20210126,"46436E775","STSB",13,"ISHARES TR FACTORS US SMALL BL","44.32","0.11%"
20210126,"46641Q290","BBSC",5749,"JP MORGAN EXC-TRD TR BETABUILD","62.93","0.15%"
20210126,"67092P607","NUSC",18001,"NUVEEN ESG SMALL-CAP ETF","41.57","0.30%"
20210126,"74347R818","SAA",668,"PROSHARES ULTRA SMALLCAP600","130.54","0.18%"
20210126,"74347R842","UWM",200,"PROSHARES ULTRA RUSSELL 2000","107.15","0.07%"
20210126,"74347X294","HDG",910,"PROSHARES TRUST - PROSHARES HE","51.64","0.03%"
20210126,"78464A128","VLU",293,"SPDR S&P 1500 VALUE TILT ETF","126.75","0.04%"
20210126,"78464A201","SLYG",36271,"SPDR S&P 600 SMALL CAP GROWTH ","84.42","0.26%"
20210126,"78464A300","SLYV",130,"SPDR S&P 600 SMALL CAP VALUE E","72.78","0.30%"
20210126,"78464A714","XRT",127661,"SPDR SERIES TR SPDR S&P RETAIL","76.18","3.44%"
20210126,"78464A813","SLY",13962,"SPDR S&P 600 SMALL CAP ETF","87.74","0.29%"
20210126,"78468R853","SPSM",41463,"SPDR PORTFOLIO S&P 600 SMALL C","39.45","0.29%"
20210126,"808524607","SCHA",72981,"SCHWAB STRATEGIC TR US SMALL-C","96.95","0.07%"
20210126,"808524771","FNDX",45,"SCHWAB FUNDAMENTAL U S LARGE C","47.33","0.39%"
20210126,"808524789","FNDB",605,"SCHWAB FUNDAMENTAL U S BROAD M","46.97","0.35%"
20210126,"886364405","SFYF",7541,"TIDAL ETF TR SOFI 50 ETF","29.67","0.69%"
20210126,"921932778","VIOV",562,"VANGUARD S&P SMALL CAP 600 VAL","154.31","0.12%"
20210126,"921932794","VIOG",182,"VANGUARD S&P SMALL CAP 600 GRO","217.39","1.78%"
20210126,"921932828","VIOO",220,"VANGUARD S&P SMALL CAP 600 ETF","185.09","0.12%"
20210126,"92204A108","VCR",5,"VANGUARD CONSUMER DISCRETIONAR","294.26","1.16%"
20210126,"92206C599","VTHR",4039,"VANGUARD RUSSELL 3000 ETF","179.92","0.00%"
20210126,"92206C649","VTWV",152,"VANGUARD RUSSELL 2000 VALUE ET","125.65","0.09%"
20210126,"92206C664","VTWO",80801,"VANGUARD RUSSELL 2000 ETF","173.24","0.04%"
20210126,"922908611","VBR",214,"VANGUARD SMALL-CAP VALUE ETF","151.29","0.31%"
20210126,"922908652","VXF",15327,"VANGUARD EXTENDED MARKET ETF","176.00","0.02%"
20210127,"025072885","AVUS",1148,"AMERICAN CENTY ETF TR AVANTIS ","65.53","0.02%"
20210127,"25460G815","RETL",1121,"DIREXION DAILY RETAIL BULL 3X ","178.59","2.87%"
20210127,"30151E673","NVQ",3,"EXCHANGE LISTED FDS TR QRAFT A","28.65","0.25%"
20210127,"316092204","FDIS",93691,"FIDELITY COVINGTON TR MSCI CON","76.30","0.13%"
20210127,"33939L100","TILT",367,"FLEXSHARES TR","150.98","0.04%"
20210127,"35473P876","FLQS",499,"FRANKLIN TEMPLETON ETF TR LIBE","34.52","0.28%"
20210127,"36467W109","GME",1972862,"GAMESTOP CORP (HLDG CO) CL A","147.98",NA
20210127,"381430602","GSSC",9201,"GOLDMAN SACHS ETF TR ACTIVEBET","59.65","0.27%"
20210127,"46137V183","EWSC",567,"INVESCO","72.40","0.54%"
20210127,"46137V480","XSVM",200,"INVESCO S&P SMALLCAP VALUE WIT","41.74","2.45%"
20210127,"46137V613","PRF",749,"INVESCO EXCHANGE-TRADED FD TR ","139.79","0.44%"
20210127,"46138E180","PSCD",5596,"INVESCO S&P SMALLCAP CONSUMER ","99.10","1.92%"
20210127,"46138E453","PBSM",5452,"INVESCO ETF TR II PUREBETA MSC","36.07","0.07%"
20210127,"46138G664","RWJ",549,"INVESCO EXCHANGE-TRADED FD TR ","99.19","2.11%"
20210127,"46138J593","OMFS",569,"INVESCO EXCHANGE-TRADED SELF-I","37.17","0.15%"
20210127,"464287630","IWN",582,"ISHARES RUSSELL2000 VAL ETF","142.82","0.21%"
20210127,"464287655","IWM",9882,"ISHARES RUSSELL 2000 ETF","213.30","0.10%"
20210127,"464287804","IJR",6068,"ISHARES CORE S&P SM CAP ETF","101.32","0.28%"
20210127,"464287879","IJS",8625,"ISHARES S&P SMALLCAP 600 VALUE","89.47","0.30%"
20210127,"464287887","IJT",19146,"ISHARES S&P SMALL CAP 600 GROW","126.05","0.26%"
20210127,"464288869","IWC",2589,"RUSSELL MICRO CAP ETF","137.04","0.59%"
20210127,"46435U663","ESML",39287,"ISHARES ESG AWARE MSCI USA SMA","36.77","0.18%"
20210127,"46436E544","XJR",251,"ISHARES TRESG SCREENED S&P SMA","36.45","0.30%"
20210127,"46436E775","STSB",321,"ISHARES TR FACTORS US SMALL BL","44.26","0.11%"
20210127,"46641Q290","BBSC",5632,"JP MORGAN EXC-TRD TR BETABUILD","62.61","0.15%"
20210127,"67092P607","NUSC",92558,"NUVEEN ESG SMALL-CAP ETF","41.51","0.30%"
20210127,"74347R818","SAA",4817,"PROSHARES ULTRA SMALLCAP600","130.60","0.18%"
20210127,"74347X294","HDG",1026,"PROSHARES TRUST - PROSHARES HE","51.62","0.03%"
20210127,"78464A128","VLU",659,"SPDR S&P 1500 VALUE TILT ETF","126.25","0.04%"
20210127,"78464A201","SLYG",1027,"SPDR S&P 600 SMALL CAP GROWTH ","84.36","0.26%"
20210127,"78464A714","XRT",80112,"SPDR SERIES TR SPDR S&P RETAIL","81.43","3.44%"
20210127,"78468R853","SPSM",47261,"SPDR PORTFOLIO S&P 600 SMALL C","39.44","0.29%"
20210127,"808524102","SCHB",2549,"SCHWAB STRATEGIC TR US BROAD M","93.85","0.01%"
20210127,"808524607","SCHA",746,"SCHWAB STRATEGIC TR US SMALL-C","96.25","0.07%"
20210127,"808524771","FNDX",24,"SCHWAB FUNDAMENTAL U S LARGE C","47.46","0.39%"
20210127,"87166N304","SSLY",30,"SYNTAX ETF TR STRATIFIED SMALL","48.47","0.11%"
20210127,"886364405","SFYF",13395,"TIDAL ETF TR SOFI 50 ETF","29.80","0.69%"
20210127,"921932778","VIOV",50,"VANGUARD S&P SMALL CAP 600 VAL","154.45","0.12%"
20210127,"921932794","VIOG",308,"VANGUARD S&P SMALL CAP 600 GRO","217.10","1.78%"
20210127,"92204A108","VCR",14,"VANGUARD CONSUMER DISCRETIONAR","294.46","1.16%"
20210127,"92206C599","VTHR",2756,"VANGUARD RUSSELL 3000 ETF","179.50","0.00%"
20210127,"922908652","VXF",5215,"VANGUARD EXTENDED MARKET ETF","174.18","0.02%"
20210127,"922908751","VB",274,"VANGUARD SMALL-CAP ETF","205.77","0.17%"
20210127,"922908769","VTI",496,"VANGUARD TOTAL STOCK MARKET ET","200.73","0.00%"
20210128,"025072885","AVUS",26582,"AMERICAN CENTY ETF TR AVANTIS ","63.90","0.02%"
20210128,"25460G815","RETL",981,"DIREXION DAILY RETAIL BULL 3X ","241.83","2.87%"
20210128,"26924G706","GAMR",392,"ETF MANAGERS TR WEDBUSH ETFMG ","110.01","4.87%"
20210128,"30151E673","NVQ",3,"EXCHANGE LISTED FDS TR QRAFT A","27.92","0.25%"
20210128,"316092204","FDIS",91547,"FIDELITY COVINGTON TR MSCI CON","74.47","0.13%"
20210128,"35473P876","FLQS",499,"FRANKLIN TEMPLETON ETF TR LIBE","34.36","0.28%"
20210128,"36467W109","GME",1032986,"GAMESTOP CORP (HLDG CO) CL A","347.51",NA
20210128,"381430602","GSSC",7516,"GOLDMAN SACHS ETF TR ACTIVEBET","59.16","0.27%"
20210128,"46137V183","EWSC",725,"INVESCO","73.00","0.54%"
20210128,"46137V480","XSVM",153,"INVESCO S&P SMALLCAP VALUE WIT","44.79","2.45%"
20210128,"46137V613","PRF",136,"INVESCO EXCHANGE-TRADED FD TR ","139.22","0.44%"
20210128,"46138E180","PSCD",8886,"INVESCO S&P SMALLCAP CONSUMER ","108.41","1.92%"
20210128,"46138E453","PBSM",7786,"INVESCO ETF TR II PUREBETA MSC","35.26","0.07%"
20210128,"46138G664","RWJ",2010,"INVESCO EXCHANGE-TRADED FD TR ","106.94","2.11%"
20210128,"46138J593","OMFS",315,"INVESCO EXCHANGE-TRADED SELF-I","36.62","0.15%"
20210128,"464287150","ITOT",5361,"ISHARES CORE S&P TOTAL U.S. ST","86.82","0.01%"
20210128,"464287630","IWN",634,"ISHARES RUSSELL2000 VAL ETF","141.12","0.21%"
20210128,"464287689","IWV",100,"ISHARES RUSSELL 3000 ETF","224.87","0.01%"
20210128,"464287804","IJR",50,"ISHARES CORE S&P SM CAP ETF","101.04","0.28%"
20210128,"464287879","IJS",6230,"ISHARES S&P SMALLCAP 600 VALUE","89.38","0.30%"
20210128,"464287887","IJT",26646,"ISHARES S&P SMALL CAP 600 GROW","125.42","0.26%"
20210128,"464288869","IWC",14159,"RUSSELL MICRO CAP ETF","137.53","0.59%"
20210128,"46435U663","ESML",78877,"ISHARES ESG AWARE MSCI USA SMA","36.15","0.18%"
20210128,"46436E544","XJR",686,"ISHARES TRESG SCREENED S&P SMA","36.31","0.30%"
20210128,"46436E775","STSB",469,"ISHARES TR FACTORS US SMALL BL","43.59","0.11%"
20210128,"46641Q290","BBSC",5632,"JP MORGAN EXC-TRD TR BETABUILD","61.99","0.15%"
20210128,"67092P607","NUSC",177848,"NUVEEN ESG SMALL-CAP ETF","41.16","0.30%"
20210128,"74347R818","SAA",4554,"PROSHARES ULTRA SMALLCAP600","130.03","0.18%"
20210128,"74347X294","HDG",18267,"PROSHARES TRUST - PROSHARES HE","51.24","0.03%"
20210128,"78464A128","VLU",841,"SPDR S&P 1500 VALUE TILT ETF","123.33","0.04%"
20210128,"78464A201","SLYG",779,"SPDR S&P 600 SMALL CAP GROWTH ","83.92","0.26%"
20210128,"78464A714","XRT",385651,"SPDR SERIES TR SPDR S&P RETAIL","91.23","3.44%"
20210128,"78468R853","SPSM",16423,"SPDR PORTFOLIO S&P 600 SMALL C","39.31","0.29%"
20210128,"808524789","FNDB",197,"SCHWAB FUNDAMENTAL U S BROAD M","46.82","0.35%"
20210128,"87166N304","SSLY",30,"SYNTAX ETF TR STRATIFIED SMALL","49.34","0.11%"
20210128,"886364405","SFYF",19421,"TIDAL ETF TR SOFI 50 ETF","29.27","0.69%"
20210128,"921932794","VIOG",302,"VANGUARD S&P SMALL CAP 600 GRO","216.22","1.78%"
20210128,"921932828","VIOO",1,"VANGUARD S&P SMALL CAP 600 ETF","184.41","0.12%"
20210128,"92204A108","VCR",4207,"VANGUARD CONSUMER DISCRETIONAR","288.01","1.16%"
20210128,"92206C599","VTHR",4685,"VANGUARD RUSSELL 3000 ETF","174.83","0.00%"
20210128,"92206C664","VTWO",17251,"VANGUARD RUSSELL 2000 ETF","168.90","0.04%"
20210128,"922908769","VTI",22561,"VANGUARD TOTAL STOCK MARKET ET","195.91","0.00%"
20210129,"025072885","AVUS",4732,"AMERICAN CENTY ETF TR AVANTIS ","64.59","0.02%"
20210129,"132061201","SYLD",399,"CAMBRIA SHAREHOLDER YLD ETF","51.69","0.48%"
20210129,"26924G706","GAMR",1163,"ETF MANAGERS TR WEDBUSH ETFMG ","97.98","4.87%"
20210129,"30151E673","NVQ",3,"EXCHANGE LISTED FDS TR QRAFT A","28.24","0.25%"
20210129,"316092204","FDIS",551,"FIDELITY COVINGTON TR MSCI CON","74.37","0.13%"
20210129,"35473P876","FLQS",498,"FRANKLIN TEMPLETON ETF TR LIBE","33.93","0.28%"
20210129,"36467W109","GME",138179,"GAMESTOP CORP (HLDG CO) CL A","193.60",NA
20210129,"381430602","GSSC",5604,"GOLDMAN SACHS ETF TR ACTIVEBET","58.60","0.27%"
20210129,"46137V183","EWSC",1082,"INVESCO","71.69","0.54%"
20210129,"46137V613","PRF",18759,"INVESCO EXCHANGE-TRADED FD TR ","138.16","0.44%"
20210129,"46138E180","PSCD",1136,"INVESCO S&P SMALLCAP CONSUMER ","99.20","1.92%"
20210129,"46138E453","PBSM",17926,"INVESCO ETF TR II PUREBETA MSC","35.44","0.07%"
20210129,"46138J593","OMFS",161,"INVESCO EXCHANGE-TRADED SELF-I","36.30","0.15%"
20210129,"464287150","ITOT",9362,"ISHARES CORE S&P TOTAL U.S. ST","87.61","0.01%"
20210129,"464287630","IWN",36020,"ISHARES RUSSELL2000 VAL ETF","140.26","0.21%"
20210129,"464287655","IWM",21294,"ISHARES RUSSELL 2000 ETF","208.72","0.10%"
20210129,"464287879","IJS",23171,"ISHARES S&P SMALLCAP 600 VALUE","87.44","0.30%"
20210129,"464287887","IJT",46438,"ISHARES S&P SMALL CAP 600 GROW","123.06","0.26%"
20210129,"464288869","IWC",19291,"RUSSELL MICRO CAP ETF","134.49","0.59%"
20210129,"46435U663","ESML",32569,"ISHARES ESG AWARE MSCI USA SMA","36.09","0.18%"
20210129,"46436E544","XJR",402,"ISHARES TRESG SCREENED S&P SMA","35.66","0.30%"
20210129,"46436E775","STSB",469,"ISHARES TR FACTORS US SMALL BL","43.50","0.11%"
20210129,"46641Q290","BBSC",5634,"JP MORGAN EXC-TRD TR BETABUILD","61.49","0.15%"
20210129,"67092P607","NUSC",169188,"NUVEEN ESG SMALL-CAP ETF","40.93","0.30%"
20210129,"74347R818","SAA",10,"PROSHARES ULTRA SMALLCAP600","125.17","0.18%"
20210129,"74347R842","UWM",744,"PROSHARES ULTRA RUSSELL 2000","101.15","0.07%"
20210129,"74347X294","HDG",12186,"PROSHARES TRUST - PROSHARES HE","51.29","0.03%"
20210129,"74347X799","URTY",362,"PROSHARES TRUST PROSHRS ULTRAP","93.65","0.05%"
20210129,"78464A128","VLU",1470,"SPDR S&P 1500 VALUE TILT ETF","124.82","0.04%"
20210129,"78464A201","SLYG",896,"SPDR S&P 600 SMALL CAP GROWTH ","82.55","0.26%"
20210129,"78464A714","XRT",2218348,"SPDR SERIES TR SPDR S&P RETAIL","82.97","3.44%"
20210129,"78464A805","SPTM",5,"SPDR PORTFOLIO S&P 1500 COMPOS","46.67","0.01%"
20210129,"78464A813","SLY",24323,"SPDR S&P 600 SMALL CAP ETF","85.69","0.29%"
20210129,"78468R853","SPSM",9526,"SPDR PORTFOLIO S&P 600 SMALL C","38.60","0.29%"
20210129,"808524102","SCHB",6593,"SCHWAB STRATEGIC TR US BROAD M","92.39","0.01%"
20210129,"808524607","SCHA",10022,"SCHWAB STRATEGIC TR US SMALL-C","94.26","0.07%"
20210129,"808524789","FNDB",300,"SCHWAB FUNDAMENTAL U S BROAD M","46.65","0.35%"
20210129,"87166N304","SSLY",30,"SYNTAX ETF TR STRATIFIED SMALL","47.68","0.11%"
20210129,"92204A108","VCR",5263,"VANGUARD CONSUMER DISCRETIONAR","287.36","1.16%"
20210129,"92206C599","VTHR",4033,"VANGUARD RUSSELL 3000 ETF","176.67","0.00%"
20210129,"92206C649","VTWV",2002,"VANGUARD RUSSELL 2000 VALUE ET","122.92","0.09%"
20210129,"92206C664","VTWO",17670,"VANGUARD RUSSELL 2000 ETF","168.72","0.04%"
20210129,"922908611","VBR",9,"VANGUARD SMALL-CAP VALUE ETF","147.88","0.31%"
20210129,"922908652","VXF",46746,"VANGUARD EXTENDED MARKET ETF","171.83","0.02%"
20210129,"922908751","VB",4195,"VANGUARD SMALL-CAP ETF","202.26","0.17%"
20210129,"922908769","VTI",1064,"VANGUARD TOTAL STOCK MARKET ET","197.45","0.00%"
20210201,"025072885","AVUS",51071,"AMERICAN CENTY ETF TR AVANTIS ","63.33","0.02%"
20210201,"25460G815","RETL",808,"DIREXION DAILY RETAIL BULL 3X ","204.14","2.87%"
20210201,"30151E673","NVQ",3,"EXCHANGE LISTED FDS TR QRAFT A","27.86","0.25%"
20210201,"316092204","FDIS",77,"FIDELITY COVINGTON TR MSCI CON","73.23","0.13%"
20210201,"33939L100","TILT",100,"FLEXSHARES TR","146.68","0.04%"
20210201,"35473P876","FLQS",258,"FRANKLIN TEMPLETON ETF TR LIBE","33.58","0.28%"
20210201,"36467W109","GME",10975,"GAMESTOP CORP (HLDG CO) CL A","325.00",NA
20210201,"381430602","GSSC",56,"GOLDMAN SACHS ETF TR ACTIVEBET","57.76","0.27%"
20210201,"46137V183","EWSC",5928,"INVESCO","70.96","0.54%"
20210201,"46137V480","XSVM",701,"INVESCO S&P SMALLCAP VALUE WIT","43.08","2.45%"
20210201,"46138E180","PSCD",163,"INVESCO S&P SMALLCAP CONSUMER ","103.04","1.92%"
20210201,"46138E453","PBSM",46877,"INVESCO ETF TR II PUREBETA MSC","34.86","0.07%"
20210201,"46138G664","RWJ",1,"INVESCO EXCHANGE-TRADED FD TR ","101.62","2.11%"
20210201,"46138J593","OMFS",318,"INVESCO EXCHANGE-TRADED SELF-I","35.95","0.15%"
20210201,"464287150","ITOT",4976,"ISHARES CORE S&P TOTAL U.S. ST","85.99","0.01%"
20210201,"464287630","IWN",951,"ISHARES RUSSELL2000 VAL ETF","138.40","0.21%"
20210201,"464287655","IWM",138013,"ISHARES RUSSELL 2000 ETF","205.56","0.10%"
20210201,"464287804","IJR",304,"ISHARES CORE S&P SM CAP ETF","97.57","0.28%"
